	V1	num	avg_r2	lowerci	upperci
1	1	100	0.482330289433847	0.413335486213203	0.551325092654491
2	2	100	0.978569042295237	0.978377104535105	0.978760980055369
3	3	100	0.978743348607355	0.978561665455541	0.978925031759169
4	4	100	0.978785951873816	0.978604372325616	0.978967531422015
5	5	100	0.97883269591989	0.978652270316508	0.979013121523273
6	6	100	0.978870432818015	0.9786897571701	0.979051108465931
7	7	100	0.978910657009263	0.978729058477717	0.979092255540809
8	8	100	0.981615107225151	0.981114706387155	0.982115508063148
9	9	100	0.984362446393353	0.983818828641038	0.984906064145668
10	10	100	0.987156170358959	0.987038753718958	0.98727358699896
11	11	100	0.987332541207768	0.987229584110397	0.987435498305138
12	12	100	0.987450713286315	0.987358698039698	0.987542728532932
13	13	100	0.987484443570455	0.987392429006155	0.987576458134754
14	14	100	0.987515825695468	0.987423119903017	0.987608531487919
15	15	100	0.987546269758514	0.98745349573757	0.987639043779459
16	16	100	0.987580097419042	0.987487523717738	0.987672671120345
17	17	100	0.987609413910263	0.987516738654202	0.987702089166323
18	18	100	0.987643035131861	0.987550803868926	0.987735266394796
19	19	100	0.98774570765279	0.987654740717503	0.987836674588077
20	20	100	0.987818947240313	0.987730671466703	0.987907223013924
21	21	100	0.987858966261922	0.987770223300668	0.987947709223176
22	22	100	0.987903104040351	0.987817487373195	0.987988720707507
23	23	100	0.98793216257973	0.987846855606431	0.988017469553028
24	24	100	0.987957992978169	0.987872422699209	0.98804356325713
25	25	100	0.987983089718271	0.987897990949474	0.988068188487068
26	26	100	0.988002127421078	0.987917518604284	0.988086736237873
27	27	100	0.988016780705382	0.98793245113654	0.988101110274225
28	28	100	0.98803382578875	0.987949558994275	0.988118092583225
29	29	100	0.988048701424563	0.98796414732196	0.988133255527167
30	30	100	0.988065394853769	0.987981732164948	0.988149057542589
31	31	100	0.988077834691378	0.987993893272806	0.988161776109949
32	32	100	0.988085780326895	0.988002029739228	0.988169530914562
33	33	100	0.988097057152773	0.988013314284795	0.98818080002075
34	34	100	0.988112149049613	0.988028925875522	0.988195372223704
35	35	100	0.988124699472617	0.988041569542228	0.988207829403005
36	36	100	0.988136713949825	0.988053863352297	0.988219564547353
37	37	100	0.988148188908844	0.988065390053349	0.98823098776434
38	38	100	0.988156685949282	0.988074031609516	0.988239340289048
