	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	0.000903836907064052	0.0145449887114198	0	0.5	0.3	0.000903836907064052	0.0145449887114198	10	20000	A85	1440	1440	0	20000		PS	PS
2	0.000318646647445991	0.0130407271431327	0	0.8	0.1	0.000318646647445991	0.0130407271431327	35	20000	A85	1440	1440	0	20000		PS	PS
3	-0.000584024369166653	0.0026986603414352	0	0.8	0.6	-0.000584024369166653	0.0026986603414352	FGr	20000	A85	1440	1440	0	20000		PS	PS
4	-0.000158516001855701	0.00939381153163582	0	1	0.2	-0.000158516001855701	0.00939381153163582	NoCorrection	20000	A85	1440	1440	0	20000		PS	PS
5	-0.0026209408429784	-0.000979148152006174	0	0.5	0.7	-0.0026209408429784	-0.000979148152006174	10	10000	A85	1440	1440	0	10000		PS	PS
6	-0.00259377847415124	-0.00420484173804013	0	0.5	0.3	-0.00259377847415124	-0.00420484173804013	35	10000	A85	1440	1440	0	10000		PS	PS
7	-0.00347033668055556	-0.00526913622299386	0	0.1	0.3	-0.00347033668055556	-0.00526913622299386	FGr	10000	A85	1440	1440	0	10000		PS	PS
8	-0.00268100220547068	-0.00165206661072533	0	0.8	0.7	-0.00268100220547068	-0.00165206661072533	NoCorrection	10000	A85	1440	1440	0	10000		PS	PS
9	0.000992853601620366	0.0019451836651235	0	0.7	0.8	0.000992853601620366	0.0019451836651235	10	6000	A85	1440	1440	0	6000		PS	PS
10	0.000849308096932869	0.00309946469521609	0	0.7	0.5	0.000849308096932869	0.00309946469521609	35	6000	A85	1440	1440	0	6000		PS	PS
11	0.000994621556905865	0.00197308680941361	0	0.4	0.6	0.000994621556905865	0.00197308680941361	FGr	6000	A85	1440	1440	0	6000		PS	PS
12	0.00114612349035494	0.00241067534336425	0	0.3	0.8	0.00114612349035494	0.00241067534336425	NoCorrection	6000	A85	1440	1440	0	6000		PS	PS
