	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	0.000143445035394285	0.00898375776427474	0	1	0.3	0.000143445035394285	0.00898375776427474	10	20000	A65	1440	1440	0	20000		PS	PS
2	-0.000511390033333336	0.00133217936342598	0	0.7	0.8	-0.000511390033333336	0.00133217936342598	35	20000	A65	1440	1440	0	20000		PS	PS
3	0.000126199809760799	0.000469892490354989	0	1	0.8	0.000126199809760799	0.000469892490354989	FGr	20000	A65	1440	1440	0	20000		PS	PS
4	0.00311372340281636	0.0247886014718364	0	0.3	0	0.00311372340281636	0.0247886014718364	NoCorrection	20000	A65	1440	1440	0	20000		PS	PS
5	-0.00114184078016975	0.00683742828124998	0	0.4	0	-0.00114184078016975	0.00683742828124998	10	10000	A65	1440	1440	0	10000		PS	PS
6	-0.000691054790239192	0.00581021127507712	0	0.7	0.5	-0.000691054790239192	0.00581021127507712	35	10000	A65	1440	1440	0	10000		PS	PS
7	-0.00144557060755788	0.000877804027777759	0	0.3	0.8	-0.00144557060755788	0.000877804027777759	FGr	10000	A65	1440	1440	0	10000		PS	PS
8	-7.96198927469171e-05	0.0116248333275463	0	1	0.1	-7.96198927469171e-05	0.0116248333275463	NoCorrection	10000	A65	1440	1440	0	10000		PS	PS
9	0.000275115153645831	0.00667834697145062	0	0.8	0	0.000275115153645831	0.00667834697145062	10	6000	A65	1440	1440	0	6000		PS	PS
10	0.000153511361111109	0.00363058532793211	0	0.9	0.6	0.000153511361111109	0.00363058532793211	35	6000	A65	1440	1440	0	6000		PS	PS
11	0.000328910418306323	0.00562424493055553	0	0.9	0	0.000328910418306323	0.00562424493055553	FGr	6000	A65	1440	1440	0	6000		PS	PS
12	0.000654393613040119	0.00774750615740739	0	0.6	0.1	0.000654393613040119	0.00774750615740739	NoCorrection	6000	A65	1440	1440	0	6000		PS	PS
