	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.000402430110712185	0.00442126983410495	0	0.8	0.7	-0.000402430110712185	0.00442126983410495	10	20000	A48	1440	1440	0	20000		PS	PS
2	0.000176000982426707	0.00564676116512347	0	1	0.5	0.000176000982426707	0.00564676116512347	35	20000	A48	1440	1440	0	20000		PS	PS
3	-0.000558755275420522	-0.00407981501157404	0	0.6	0.8	-0.000558755275420522	-0.00407981501157404	FGr	20000	A48	1440	1440	0	20000		PS	PS
4	-0.000248009452569443	0.00189656155671299	0	1	0.6	-0.000248009452569443	0.00189656155671299	NoCorrection	20000	A48	1440	1440	0	20000		PS	PS
5	0.000148666733989236	0.00476092969328706	0	0.9	0.5	0.000148666733989236	0.00476092969328706	10	10000	A48	1440	1440	0	10000		PS	PS
6	0.000709645596450645	0.00497891630015436	0	0.4	0.4	0.000709645596450645	0.00497891630015436	35	10000	A48	1440	1440	0	10000		PS	PS
7	-0.000461532057928223	0.00489291602237655	0	0.6	0.2	-0.000461532057928223	0.00489291602237655	FGr	10000	A48	1440	1440	0	10000		PS	PS
8	0.000189337836902044	0.00667673760416667	0	0.9	0.1	0.000189337836902044	0.00667673760416667	NoCorrection	10000	A48	1440	1440	0	10000		PS	PS
9	0.00151328787749421	-0.000698334645061733	0	0.5	0.9	0.00151328787749421	-0.000698334645061733	10	6000	A48	1440	1440	0	6000		PS	PS
10	0.00100306613390047	-0.00131807706404322	0	0.8	1	0.00100306613390047	-0.00131807706404322	35	6000	A48	1440	1440	0	6000		PS	PS
11	0.00108835422955247	-0.00474192700424383	0	0.7	0.4	0.00108835422955247	-0.00474192700424383	FGr	6000	A48	1440	1440	0	6000		PS	PS
12	0.00167170144645602	0.0031128091724537	0	0.2	0.6	0.00167170144645602	0.0031128091724537	NoCorrection	6000	A48	1440	1440	0	6000		PS	PS
