	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.00340174459125385	0.0152537629050926	0	0.2	0.2	-0.00340174459125385	0.0152537629050926	10	20000	A20	1440	1440	0	20000		PS	PS
2	-0.00312908536701388	0.00576526459876543	0	0.3	0.7	-0.00312908536701388	0.00576526459876543	35	20000	A20	1440	1440	0	20000		PS	PS
3	-0.00422675852970678	0.00512945699266972	0	0.2	0.5	-0.00422675852970678	0.00512945699266972	FGr	20000	A20	1440	1440	0	20000		PS	PS
4	-0.00507996999724149	-0.00115181154899693	0	0.1	1	-0.00507996999724149	-0.00115181154899693	NoCorrection	20000	A20	1440	1440	0	20000		PS	PS
5	0.00309597814239971	0.000767608757716047	0	0	0.8	0.00309597814239971	0.000767608757716047	10	10000	A20	1440	1440	0	10000		PS	PS
6	0.00285923314733798	-0.00546296189236107	0	0.2	0.7	0.00285923314733798	-0.00546296189236107	35	10000	A20	1440	1440	0	10000		PS	PS
7	0.00268350268074848	-0.00116624662229938	0	0	1	0.00268350268074848	-0.00116624662229938	FGr	10000	A20	1440	1440	0	10000		PS	PS
8	0.00323222693709492	0.00821501515625	0	0.1	0.3	0.00323222693709492	0.00821501515625	NoCorrection	10000	A20	1440	1440	0	10000		PS	PS
9	-0.00197096253067131	0.000653009558256178	0	0.3	0.9	-0.00197096253067131	0.000653009558256178	10	6000	A20	1440	1440	0	6000		PS	PS
10	-0.00238990570173806	0.00638534765625003	0	0.1	0.1	-0.00238990570173806	0.00638534765625003	35	6000	A20	1440	1440	0	6000		PS	PS
11	-0.00228845400042439	0.000542654351851837	0	0.3	0.6	-0.00228845400042439	0.000542654351851837	FGr	6000	A20	1440	1440	0	6000		PS	PS
12	-0.00152581627762348	0.00473860851851851	0	0.2	0.2	-0.00152581627762348	0.00473860851851851	NoCorrection	6000	A20	1440	1440	0	6000		PS	PS
