	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.00225193651024305	-0.000701907480709974	0	0.3	0.9	-0.00225193651024305	-0.000701907480709974	10	20000	A16	1440	1440	0	20000		PS	PS
2	-0.00388043849679784	0.00820773409336415	0	0.1	0	-0.00388043849679784	0.00820773409336415	35	20000	A16	1440	1440	0	20000		PS	PS
3	-0.00209055729263117	0.00720036144675922	0	0.4	0.4	-0.00209055729263117	0.00720036144675922	FGr	20000	A16	1440	1440	0	20000		PS	PS
4	-0.000446132793632129	0.0188578044405864	0	0.7	0.1	-0.000446132793632129	0.0188578044405864	NoCorrection	20000	A16	1440	1440	0	20000		PS	PS
5	-0.00180239424496526	0.00376179136959877	0	0.4	0.2	-0.00180239424496526	0.00376179136959877	10	10000	A16	1440	1440	0	10000		PS	PS
6	-0.00127679037650461	0.0051450364853395	0	0.6	0.3	-0.00127679037650461	0.0051450364853395	35	10000	A16	1440	1440	0	10000		PS	PS
7	-0.00268201280522761	-8.90292438271378e-06	0	0.3	1	-0.00268201280522761	-8.90292438271378e-06	FGr	10000	A16	1440	1440	0	10000		PS	PS
8	-0.00197511499517744	0.00492753862654322	0	0	0.4	-0.00197511499517744	0.00492753862654322	NoCorrection	10000	A16	1440	1440	0	10000		PS	PS
9	-0.000736706525848759	0.00368303895254631	0	0.6	0.5	-0.000736706525848759	0.00368303895254631	10	6000	A16	1440	1440	0	6000		PS	PS
10	-0.00061880989911265	0.00447648911651234	0	0.8	0.2	-0.00061880989911265	0.00447648911651234	35	6000	A16	1440	1440	0	6000		PS	PS
11	-0.00122585924787808	0.000646800765817901	0	0.3	0.8	-0.00122585924787808	0.000646800765817901	FGr	6000	A16	1440	1440	0	6000		PS	PS
12	-0.000493531944560184	0.00405622359567902	0	0.6	0.7	-0.000493531944560184	0.00405622359567902	NoCorrection	6000	A16	1440	1440	0	6000		PS	PS
