	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.00047533327705246	-0.00557012003665126	0	1	0.6	-0.00047533327705246	-0.00557012003665126	10	20000	A23	1440	1440	0	20000		PS	PS
2	-0.00104951930241511	-0.00887541946373459	0	0.7	0.3	-0.00104951930241511	-0.00887541946373459	35	20000	A23	1440	1440	0	20000		PS	PS
3	-0.00130093036592206	-0.00993324701774694	0	0.5	0.2	-0.00130093036592206	-0.00993324701774694	FGr	20000	A23	1440	1440	0	20000		PS	PS
4	0.000851763393441368	0.00429013101466048	0	0.5	0.6	0.000851763393441368	0.00429013101466048	NoCorrection	20000	A23	1440	1440	0	20000		PS	PS
5	0.000930204824440587	0.0106238343325617	0	0.4	0	0.000930204824440587	0.0106238343325617	10	10000	A23	1440	1440	0	10000		PS	PS
6	0.000334191366512348	0.00383949035686729	0	0.8	0.5	0.000334191366512348	0.00383949035686729	35	10000	A23	1440	1440	0	10000		PS	PS
7	0.00125197274527392	0.00299615450810188	0	0.5	0.4	0.00125197274527392	0.00299615450810188	FGr	10000	A23	1440	1440	0	10000		PS	PS
8	0.00132377161047454	0.00395242437692905	0	0.5	0.4	0.00132377161047454	0.00395242437692905	NoCorrection	10000	A23	1440	1440	0	10000		PS	PS
9	-0.000111054717901234	0.00295228286844137	0	1	0.3	-0.000111054717901234	0.00295228286844137	10	6000	A23	1440	1440	0	6000		PS	PS
10	-0.000194196233796292	-0.00521733948302468	0	0.8	0.5	-0.000194196233796292	-0.00521733948302468	35	6000	A23	1440	1440	0	6000		PS	PS
11	-0.000751406487962963	0.0030636970756173	0	0.4	0.5	-0.000751406487962963	0.0030636970756173	FGr	6000	A23	1440	1440	0	6000		PS	PS
12	0.0011502190314429	0.0115265587017747	0	0.5	0	0.0011502190314429	0.0115265587017747	NoCorrection	6000	A23	1440	1440	0	6000		PS	PS
