	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.00331754479185961	0.00561393287808644	0	0.3	0.6	-0.00331754479185961	0.00561393287808644	10	20000	A27	1440	1440	0	20000		PS	PS
2	-0.00360603712532795	0.00129541517746919	0	0.1	1	-0.00360603712532795	0.00129541517746919	35	20000	A27	1440	1440	0	20000		PS	PS
3	-0.00281470356839354	-0.00668693366126538	0	0.6	0.4	-0.00281470356839354	-0.00668693366126538	FGr	20000	A27	1440	1440	0	20000		PS	PS
4	-0.00225053965979941	0.000748268134645148	0	0.6	0.9	-0.00225053965979941	0.000748268134645148	NoCorrection	20000	A27	1440	1440	0	20000		PS	PS
5	0.000642931678285091	0.00758489572916668	0	0.8	0	0.000642931678285091	0.00758489572916668	10	10000	A27	1440	1440	0	10000		PS	PS
6	0.000598586085821747	0.00507269933834878	0	1	0.3	0.000598586085821747	0.00507269933834878	35	10000	A27	1440	1440	0	10000		PS	PS
7	3.00283177083213e-05	0.00364176487268518	0	1	0.3	3.00283177083213e-05	0.00364176487268518	FGr	10000	A27	1440	1440	0	10000		PS	PS
8	0.00307592617531055	0.0206841157156636	0	0.2	0	0.00307592617531055	0.0206841157156636	NoCorrection	10000	A27	1440	1440	0	10000		PS	PS
9	-0.000383458815895077	0.00253977400270068	0	0.9	0.5	-0.000383458815895077	0.00253977400270068	10	6000	A27	1440	1440	0	6000		PS	PS
10	-5.56912955748605e-05	-0.00437693677662033	0	0.9	0.4	-5.56912955748605e-05	-0.00437693677662033	35	6000	A27	1440	1440	0	6000		PS	PS
11	-0.000542102429012362	0.00125700499807102	0	0.8	0.6	-0.000542102429012362	0.00125700499807102	FGr	6000	A27	1440	1440	0	6000		PS	PS
12	0.000826193947723749	0.00723282067129634	0	0.4	0.1	0.000826193947723749	0.00723282067129634	NoCorrection	6000	A27	1440	1440	0	6000		PS	PS
