	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.00425128597565585	-0.0039525760204475	0	0.2	0.6	-0.00425128597565585	-0.0039525760204475	10	20000	A18	1440	1440	0	20000		PS	PS
2	-0.00368312068483797	-0.00273350336612652	0	0.2	0.7	-0.00368312068483797	-0.00273350336612652	35	20000	A18	1440	1440	0	20000		PS	PS
3	-0.00419906078408564	-0.00836640532793208	0	0	0.4	-0.00419906078408564	-0.00836640532793208	FGr	20000	A18	1440	1440	0	20000		PS	PS
4	-0.0051733739886381	-0.0174710343865741	0	0.3	0	-0.0051733739886381	-0.0174710343865741	NoCorrection	20000	A18	1440	1440	0	20000		PS	PS
5	7.81274240161919e-05	0.00123286796103397	0	1	0.9	7.81274240161919e-05	0.00123286796103397	10	10000	A18	1440	1440	0	10000		PS	PS
6	-0.000742690208680563	-0.0021790543248457	0	0.7	0.9	-0.000742690208680563	-0.0021790543248457	35	10000	A18	1440	1440	0	10000		PS	PS
7	-0.0003127060961034	0.00249403385416668	0	1	0.7	-0.0003127060961034	0.00249403385416668	FGr	10000	A18	1440	1440	0	10000		PS	PS
8	0.000387408138946752	0.00476563083140436	0	0.9	0.2	0.000387408138946752	0.00476563083140436	NoCorrection	10000	A18	1440	1440	0	10000		PS	PS
9	-0.000944699012152771	0.00593541142168205	0	0.5	0	-0.000944699012152771	0.00593541142168205	10	6000	A18	1440	1440	0	6000		PS	PS
10	-0.000999143326581781	0.00321523682098761	0	0.5	0.5	-0.000999143326581781	0.00321523682098761	35	6000	A18	1440	1440	0	6000		PS	PS
11	-0.00134759650796681	0.00571246999807096	0	0.4	0.1	-0.00134759650796681	0.00571246999807096	FGr	6000	A18	1440	1440	0	6000		PS	PS
12	0.000858717415297084	0.0208583536863426	0	0.6	0	0.000858717415297084	0.0208583536863426	NoCorrection	6000	A18	1440	1440	0	6000		PS	PS
