	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
1	-0.000829854267997679	0.00185176760802467	0	1	0.9	-0.000829854267997679	0.00185176760802467	10	20000	A80	1440	1440	0	20000		PS	PS
2	-0.000339462923842581	-0.00179536308256173	0	0.9	0.8	-0.000339462923842581	-0.00179536308256173	35	20000	A80	1440	1440	0	20000		PS	PS
3	-0.00165785384084876	-0.00854664960841054	0	0.4	0.2	-0.00165785384084876	-0.00854664960841054	FGr	20000	A80	1440	1440	0	20000		PS	PS
4	-0.00092688160084876	-0.00447570134837966	0	0.9	0.6	-0.00092688160084876	-0.00447570134837966	NoCorrection	20000	A80	1440	1440	0	20000		PS	PS
5	0.000635904388599525	0.0126119644618056	0	1	0	0.000635904388599525	0.0126119644618056	10	10000	A80	1440	1440	0	10000		PS	PS
6	9.78869871951971e-05	0.00796026127700618	0	1	0.1	9.78869871951971e-05	0.00796026127700618	35	10000	A80	1440	1440	0	10000		PS	PS
7	0.000429590181631933	0.00646576502700616	0	0.8	0.2	0.000429590181631933	0.00646576502700616	FGr	10000	A80	1440	1440	0	10000		PS	PS
8	0.00141645963064814	0.010583864064429	0	0.6	0.1	0.00141645963064814	0.010583864064429	NoCorrection	10000	A80	1440	1440	0	10000		PS	PS
9	-0.00245233002777778	0.00402657255594135	0	0.1	0.4	-0.00245233002777778	0.00402657255594135	10	6000	A80	1440	1440	0	6000		PS	PS
10	-0.00236078127287809	0.0011222169714506	0	0.2	0.6	-0.00236078127287809	0.0011222169714506	35	6000	A80	1440	1440	0	6000		PS	PS
11	-0.00259901267399692	0.00193771011959873	0	0	0.6	-0.00259901267399692	0.00193771011959873	FGr	6000	A80	1440	1440	0	6000		PS	PS
12	-0.00114917612731482	0.0149793895023148	0	0.6	0	-0.00114917612731482	0.0149793895023148	NoCorrection	6000	A80	1440	1440	0	6000		PS	PS
